ID,ward,district,age_hhh,sex_hhh,edu_hhh,elderly,adult,youth,family_size,nb_of_tractors,nb_of_two_wheel_tractors,nb_of_ploughs,nb_of_cultivators,nb_of_scotchcarts,nb_of_wheelbarows,nb_of_metal_siloes_or_other_improved_storage_facility,nb_of_solar_panels,nb_of_biogas_digester,nb_of_green_houses,nb_of_motorized_grinding_mill,cropped_area,fallow,maize,small_grains,legumes,other,cattle,small_rum,poultry,how_many_bee_hives_do_you_currently_own,do_you_have_a_fish_pond,TLU,do_you_have_an_individual_garden,do_you_have_access_to_a_community_garden,Main food source,Main income source,food_security,hdds,Quality certified seeds,Community seed banks,Drought tolerant varieties,Small grains,Early planting,Crop rotation,Intercropping,Cover crops,Mulching,Integrated pest management,Compost and/or manure,Drip- and/or micro-irrigation market,Optimum plant density,Tree planting on-farm,Tree retention (natural regeneration) on-farm,Improved livestock breed,Improved animal shelter,Water infrastructure,Routine vaccination,Home vaccination,Castration,Deworming,Dipping,Home spraying,Paravet,Homemade animal feed,Fodder production,Fodder preservation,Survival feeding,Commercial feed,Artificial insemination,Pen fattening,crop_div,liv_div,tot_div,clearing,soil_fertility,soil_erosion,soil_compaction,tree_cover,Basal fertilizer,Top-dressing fertilizer,Manure,Compost,credit,saving_loan,knowledge,cereals,Cereal yield (kg/ha),newliv,offtake,death,cattle_goats_poultry
146,Ward 2,Mbire,50,0,0,0,2,4,7,0,0,0,0,0,0,0,1,0,0,0,2,1.8,0.5,1.5,0,0,0,15,10,0,No,3.1,1,0,1,0,0.583333333,2,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,3,9,0,Stable,Stable,Stable,Deteriorating,0,0,0,0,No,No,Government extension,700,350,1.16,0,0.5,1.6
147,Ward 2,Mbire,49,0,0,0,2,1,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0.3,0.4,0.3,1,12,5,6,0,No,9.46,1,0,1,1,1,4,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,10,4,14,0,Deteriorating,Stable,Stable,Stable,200,0,0,0,No,No,Relatives,800,1142.857143,1.75,0.14,0.7,8.96
148,Ward 2,Mbire,40,0,0,0,2,1,7,0,0,1,0,0,0,0,1,0,0,0,1,2,0.1,1.5,0,0,6,3,0,0,No,4.8,1,0,1,0,0.75,4,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,6,3,9,0,Deteriorating,Deteriorating,Stable,Improving,50,0,0,0,No,No,Government extension,1050,656.25,1.5,0,0,4.5
149,Ward 2,Mbire,51,0,0,0,3,2,7,0,0,0,0,0,0,0,2,0,0,0,3,0,1,1,0.4,0.6,0,0,0,0,No,0,1,0,1,1,0.583333333,3,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,10,1,11,0,Stable,Deteriorating,Deteriorating,Improving,80,75,500,0,No,No,Government extension,1250,625,0,0,0,0
15,Ward 2,Mbire,53,0,0,0,6,1,9,0,0,0,0,0,0,0,1,0,0,0,2,0.8,0.8,0.8,0.4,0,3,20,37,0,No,6.47,0,0,1,1,1,3,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,2,6,8,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,55,50,0,0,No,No,Government extension,270,168.75,0.55,1.4,0.66,4.4
150,Ward 2,Mbire,48,0,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.4,0.4,0,0.4,0,0,0,0,No,0,0,0,1,0,0.416666667,2,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,3,0,Deteriorating,Deteriorating,Deteriorating,Improving,50,0,0,0,No,No,Relatives,350,437.5,0,0,0,0
151,Ward 2,Mbire,42,0,0,0,2,2,7,0,0,0,0,0,0,0,1,0,0,0,1.8,0,0,1.8,0,0,0,0,0,0,No,0,1,0,1,0,0.583333333,5,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,1,8,0,Stable,Stable,Stable,Improving,0,0,0,0,No,No,Government extension,600,333.3333333,0,0,0,0
152,Ward 2,Mbire,30,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0.8,0,0.8,0,0,0,0,3,0,0,No,0.6,0,0,0,0,0.5,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,2,2,0,Stable,Deteriorating,Stable,Stable,50,50,0,0,No,No,Relatives,250,312.5,0.1,0,0,0.3
153,Ward 2,Mbire,45,0,1,0,2,1,9,0,0,1,0,0,0,0,2,0,0,0,3,3,0,1,0,2,0,3,14,0,No,0.74,1,0,1,1,0.666666667,3,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,6,4,10,1,Stable,Stable,Stable,Deteriorating,0,0,0,0,No,No,Government extension,1000,1000,0.08,0.27,0.2,0.42
154,Ward 2,Mbire,96,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0.4,0,0.2,0.2,0,0,0,8,0,0,No,1.6,0,0,1,0,0,3,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,2,3,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,0,0,120,0,No,No,Government extension,400,1000,0.1,0,0.1,0.8
155,Ward 2,Mbire,33,0,1,0,2,2,28,0,0,0,0,0,0,0,1,0,0,0,2,0.8,0,0.8,0.2,1,0,9,12,0,No,1.92,1,0,1,0,0.75,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,8,3,11,0,Improving,Deteriorating,Stable,Stable,0,0,2100,0,No,Yes,Relatives,1000,1250,0.69,0.61,0.5,1.02
156,Ward 2,Mbire,49,0,0,1,0,3,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0,0,0,10,9,0,No,2.09,0,0,0,0,0.583333333,3,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,3,4,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,25,0,0,0,No,No,Relatives,700,700,0.5,0.04,0.13,1.09
157,Ward 2,Mbire,32,1,1,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0.8,0,0.4,0,0.4,0,0,5,15,0,No,1.15,1,0,1,1,0.75,6,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,8,3,11,0,Stable,Stable,Improving,Deteriorating,0,0,0,0,Yes,Yes,Government extension,1000,2500,0.4,0.49,0,0.65
158,Ward 2,Mbire,24,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.4,0.2,0.2,0,0,7,17,0,No,1.57,0,0,0,0,0.5,3,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,3,3,6,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,0,0,0,0,No,No,Relatives,220,366.6666667,0.23,0.32,0.2,0.87
159,Ward 2,Mbire,72,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0,0,5,0,No,0.05,1,0,0,0,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,2,5,0,Deteriorating,Deteriorating,Stable,Stable,0,0,0,0,No,No,Other farmers,50,250,0,0,0.02,0.05
16,Ward 2,Mbire,26,0,1,0,23,1,27,0,0,2,1,1,0,0,1,0,0,0,2,1,0,2,0,0,6,0,10,0,No,4.3,1,0,1,1,0.75,4,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,3,3,6,0,Deteriorating,Deteriorating,Stable,Stable,100,0,0,0,No,No,Government extension,1000,500,0.04,0.2,0.05,4.3
160,Ward 2,Mbire,47,0,0,0,2,2,5,0,0,0,0,0,0,0,1,0,0,0,2.4,1,0.4,0.6,0.4,1,5,16,7,0,No,6.77,1,0,1,0,0.75,5,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,8,4,12,0,Stable,Stable,Stable,Improving,125,100,0,0,Yes,Yes,Government extension,700,700,0.5,0.2,0,5.1
161,Ward 2,Mbire,52,0,0,0,3,3,8,0,0,3,1,1,0,0,2,0,0,0,4,0,0,0.5,1,2.5,24,30,25,0,No,23.05,1,0,1,1,0.416666667,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,6,6,12,0,Deteriorating,Stable,Deteriorating,Stable,275,50,0,0,No,No,Government extension,500,1000,4.55,1.06,1,19.1
162,Ward 2,Mbire,76,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0.4,0.8,0.4,1.11E-16,0,4,15,0,No,0.95,0,0,1,1,0.333333333,2,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,3,6,0,Deteriorating,Stable,Deteriorating,Deteriorating,50,65,0,0,No,No,Government extension,220,183.3333333,0.7,0.05,0.06,0.55
163,Ward 2,Mbire,62,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0.09,0.03,0,0.09,0,0,0,0,1,0,No,0.01,0,0,1,0,0.5,2,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,2,3,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,0,0,0,0,No,No,Relatives,100,1111.111111,0.01,0,0,0.01
164,Ward 2,Mbire,33,0,1,0,3,3,10,0,0,0,0,0,1,0,2,0,0,0,2.4,0,0,0.4,0.41,1.59,7,40,26,0,No,13.16,1,0,0,0,0.666666667,3,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,6,6,12,0,Deteriorating,Improving,Stable,Improving,150,100,0,0,No,Yes,Relatives,250,625,2.1,0.3,0.17,7.52
165,Ward 2,Mbire,50,1,1,0,2,2,5,0,0,1,1,1,1,0,2,0,0,0,1.7,1.8,0,1.4,0.3,0,9,14,13,2,No,9.23,0,0,0,0,0.416666667,3,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,4,6,10,1,Deteriorating,Deteriorating,Stable,Stable,30,0,0,0,No,No,Government extension,10,10,3.56,0.26,1.4,7.8
166,Ward 2,Mbire,77,0,1,2,0,0,3,0,0,1,1,1,0,0,1,0,0,0,0.2,0.6,0,0,0,0.2,0,9,0,0,No,2.2,0,0,0,1,0,2,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,3,4,0,Deteriorating,Stable,Deteriorating,Stable,50,50,0,0,No,No,Relatives,0,NA,0.4,0,0,0.9
167,Ward 2,Mbire,49,1,0,0,1,2,6,0,0,0,0,0,0,0,1,0,0,0,0.8,2,0,0.8,0,0,0,2,0,0,No,0.4,1,0,0,0,0.583333333,3,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,2,5,0,Stable,Stable,Stable,Deteriorating,0,0,0,0,No,No,Other farmers,200,250,0.2,0,0,0.2
168,Ward 2,Mbire,39,0,1,0,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0.4,0,0.1,0,0.2,0.1,0,60,30,0,No,12.3,1,0,0,0,0.583333333,3,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,9,3,12,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,50,50,0,0,No,Yes,Government extension,0,0,0.6,0.68,0,6.3
169,Ward 2,Mbire,68,0,0,3,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0.4,0.6,0,0,7,8,0,0,No,6.5,0,0,1,1,0.5,3,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,1,3,4,0,Deteriorating,Improving,Improving,Stable,100,100,0,0,No,No,Government extension,550,550,1.6,0.9,2.1,5.7
17,Ward 2,Mbire,51,0,1,0,2,2,6,0,0,1,1,1,0,0,1,0,0,1,2,2,1,0,1,0,30,21,48,0,No,26.28,1,0,1,0,1,5,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,8,7,15,0,Deteriorating,Stable,Stable,Improving,50,50,0,0,Yes,No,Government extension,450,450,6,0.2,5.3,22.66
170,Ward 2,Mbire,78,0,1,2,5,5,17,0,0,2,0,1,1,0,3,0,0,0,1.42,2,0.06,0.8,0.16,0.4,18,7,11,0,No,14.11,1,0,1,0,0.583333333,6,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,9,5,14,0,Deteriorating,Stable,Stable,Stable,50,50,3000,0,No,No,Development NGO,400,465.1162791,7.49,0.57,0.27,13.39
171,Ward 2,Mbire,45,0,0,0,2,4,7,0,0,1,0,1,0,0,2,0,0,0,1.6,0.8,0,1,0,0.6,3,18,10,0,No,5.8,1,0,1,1,0.416666667,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,5,4,9,0,Deteriorating,Deteriorating,Stable,Stable,50,0,0,0,No,No,Other farmers,400,400,1.75,0.35,0.93,4
172,Ward 3,Mbire,68,0,0,2,0,0,2,0,0,1,0,1,1,0,1,0,0,0,5,0,1,3,0,1,0,2,10,0,No,0.5,0,0,0,0,0.833333333,3,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,3,4,7,0,Improving,Improving,Stable,Stable,150,50,500,0,No,No,Government extension,5500,2750,0,0,1.5,0.3
173,Ward 3,Mbire,39,0,1,0,2,1,5,0,0,0,0,0,1,0,1,0,0,0,1.2,0,0.4,0.4,0.4,0,0,3,0,0,No,0.6,1,0,0,0,0.666666667,4,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,9,2,11,0,Deteriorating,Deteriorating,Stable,Stable,70,70,0,0,No,No,Government extension,0,0,0.1,0.2,0.4,0.3
174,Ward 3,Mbire,40,0,0,0,3,3,12,0,0,1,0,1,0,0,1,0,0,1,3.6,0,0,0.6,0,3,19,10,25,0,No,19.15,0,0,1,1,0.5,2,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,4,7,11,0,Deteriorating,Stable,Deteriorating,Stable,100,50,0,0,No,No,Government extension,700,1166.666667,2.54,1.16,0.93,14.5
175,Ward 3,Mbire,49,0,1,0,2,4,7,0,0,1,0,0,1,0,2,0,0,0,2.8,0,0.4,0.6,0.6,1.2,10,35,30,0,No,14.3,1,0,1,0,0.5,3,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,9,4,13,0,Deteriorating,Deteriorating,Stable,Deteriorating,100,100,0,0,No,Yes,Government extension,1000,1000,2.58,1.73,0.15,10.8
176,Ward 3,Mbire,34,0,1,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,No,0,0,0,1,0,0.583333333,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,2,0,Stable,Deteriorating,Improving,Stable,0,0,0,0,No,No,Relatives,600,6000,0,0,0,0
177,Ward 3,Mbire,36,0,0,0,3,0,6,0,0,1,0,1,0,0,1,0,0,0,0.8,0.8,0.4,0.4,0,0,7,13,26,2,No,7.76,0,0,1,1,0.75,2,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,1,6,7,0,Deteriorating,Improving,Deteriorating,Improving,50,50,0,0,No,No,Government extension,3200,4000,2.22,0.7,0,6.38
178,Ward 3,Mbire,80,1,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,5,0,0,No,1,0,0,1,1,0,2,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,2,4,0,Deteriorating,Stable,Improving,Improving,0,0,0,0,No,No,Other farmers,150,150,0,0,0,0.5
179,Ward 3,Mbire,42,1,0,0,1,3,7,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,1,No,0,0,0,1,1,0.583333333,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,2,3,0,Stable,Deteriorating,Stable,Deteriorating,0,0,0,0,No,No,Other farmers,150,75,0,0,0,0
18,Ward 2,Mbire,56,0,1,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2,0.4,0.4,0,0,2,11,0,No,0.51,1,0,0,0,0.5,3,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,8,3,11,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,0,0,0,0,No,No,Other farmers,400,666.6666667,0.23,0.05,0.54,0.31
180,Ward 3,Mbire,38,0,1,0,2,0,8,0,0,0,0,0,0,0,1,0,0,0,1.6,0,0.4,0.4,0.2,0.6,0,0,5,0,No,0.05,1,0,0,0,0.5,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,2,9,0,Stable,Deteriorating,Stable,Stable,0,0,0,0,No,No,Government extension,350,437.5,0.02,0.01,0.06,0.05
181,Ward 3,Mbire,52,1,0,1,2,1,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0.5,1,0.5,0,0,0,6,1,No,0.06,0,0,1,1,0.666666667,2,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,3,5,0,Stable,Deteriorating,Stable,Deteriorating,0,0,40,0,No,Yes,Relatives,450,300,0,0.01,0,0.06
182,Ward 3,Mbire,50,0,1,1,4,2,7,0,0,1,0,1,0,0,1,0,0,0,4,1,1,1,1,1,7,8,0,0,No,6.5,0,0,1,1,0.75,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,3,3,6,0,Stable,Deteriorating,Stable,Deteriorating,100,0,0,0,No,No,Government extension,1400,700,0.2,0,0,5.7
183,Ward 3,Mbire,45,0,1,0,2,1,7,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0.25,0.75,2,0,0,0,No,1.4,0,0,1,1,0.666666667,2,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,3,2,5,0,Stable,Stable,Stable,Deteriorating,50,50,0,0,No,No,Relatives,250,250,0,0,0,1.4
184,Ward 3,Mbire,54,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,1,0,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,1,1,0,Deteriorating,Improving,Stable,Deteriorating,0,0,0,0,No,No,Government extension,0,NA,0,0,0,0
185,Ward 3,Mbire,72,0,0,2,1,0,3,1,0,1,0,0,0,0,2,0,0,0,4,0,1,2,1,1,3,14,20,0,No,5.1,0,0,1,1,0.416666667,2,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,3,4,7,0,Stable,Stable,Stable,Stable,50,50,0,0,Yes,No,Government extension,900,300,0.86,0.32,0,3.7
186,Ward 3,Mbire,82,1,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.4,0.4,0.2,0,0,2,0,0,No,0.4,1,0,1,0,0.583333333,3,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,10,2,12,0,Stable,Deteriorating,Stable,Stable,0,0,0,0,No,No,Other farmers,1050,1312.5,0,0,0,0.2
187,Ward 3,Mbire,52,0,0,0,2,2,6,0,0,1,0,0,0,0,1,0,0,0,2.3,2,0,1,0.3,1,0,0,13,0,No,0.13,1,0,0,0,0.583333333,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,10,3,13,0,Stable,Deteriorating,Stable,Stable,75,0,0,0,No,No,Government extension,300,300,0.07,0.03,0,0.09
188,Ward 3,Mbire,52,0,0,0,3,4,11,0,0,1,1,1,1,0,2,0,0,0,2,0.4,0.4,1.2,0.4,1.11E-16,12,15,8,0,No,12.28,1,0,1,1,0.583333333,2,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,6,6,12,0,Stable,Deteriorating,Stable,Stable,0,0,0,0,No,No,Government extension,2100,1312.5,1.55,0.45,0.7,9.93
189,Ward 3,Mbire,58,1,0,0,1,1,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.5,0.5,0,3,5,10,0,No,3.2,0,0,1,1,0.666666667,2,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,2,4,6,0,Stable,Improving,Stable,Deteriorating,0,0,0,0,No,No,Relatives,750,1500,0,0,0,2.7
19,Ward 2,Mbire,99,0,0,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,0.6,0,0,0,0,7,0,No,0.07,0,0,1,1,0,3,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,2,3,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,0,0,0,0,No,No,Government extension,250,250,0.03,0.06,0.06,0.07
190,Ward 3,Mbire,38,0,1,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,3,0,1,1,1,0,0,21,0,0,No,4.2,0,0,1,1,1,2,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,2,2,4,0,Stable,Stable,Stable,Stable,0,0,0,0,No,No,Other farmers,1250,625,0.4,0.2,0.1,2.1
191,Ward 3,Mbire,59,0,1,1,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0.25,0.25,0,0.5,7,22,27,0,Yes,9.57,1,0,1,1,0.75,2,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,5,6,11,0,Deteriorating,Stable,Stable,Stable,0,0,0,0,No,Yes,Government extension,950,1900,0.04,0.24,1.5,5.8
192,Ward 3,Mbire,67,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,1,0,0,0,4,4,4,0,No,3.64,0,0,1,1,0.833333333,2,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,0,4,4,0,Stable,Deteriorating,Deteriorating,Deteriorating,0,0,0,0,No,No,Other farmers,20,20,0.24,0.72,2.14,3.24
193,Ward 3,Mbire,55,0,0,0,3,0,4,0,0,1,1,1,1,0,4,0,0,0,2.6,0.8,0.4,0.8,0.2,1.2,24,11,30,0,No,19.3,1,0,1,1,0.833333333,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,9,7,16,0,Stable,Deteriorating,Stable,Stable,0,0,0,0,No,No,Government extension,3600,3000,0.44,0.02,0.03,17.98
194,Ward 3,Mbire,32,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0.4,0.4,0,0.2,0,0,0,0,No,0,0,0,0,1,0.583333333,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,2,0,Stable,Deteriorating,Stable,Improving,0,0,0,0,No,No,Private sector,50,62.5,0,0,0,0
